Код,Наименование,Биоматериал,Тип результата,Лаборатория исполнения,"Алматы, СРОК","Партнерская цена, в тенге.",Цена для клиентов на сайте checkdoc
306СП,"Гонококк, определение ДНК в секрете простаты, эякуляте (Neisseria gonorrhoeae, DNA, Prostatic Fluid, Semen)*",Секрет простаты; Эякулят,Кач,Алматы,1,  2 064 ,  2 890 
306УРО,"Гонококк, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Neisseria gonorrhoeae, DNA, Scrape of Urogenital Epithelial Cells)*",Соскоб,Кач,Алматы,1,  2 064 ,  2 890 
306ПРК,"Гонококк, определение ДНК в соскобе эпителиальных клеток слизистой прямой кишки (Neisseria gonorrhoeae, DNA, Scrape of Rectal Epithelial Cells)*",Соскоб,Кач,МСК, до 2,  1 752 ,  2 453 
306РОТ,"Гонококк, определение ДНК в соскобе эпителиальных клеток ротоглотки (Neisseria gonorrhoeae, DNA, Scrape of Faucial Epithelial Cells)*",Соскоб,Кач,МСК, до 2,  2 064 ,  2 890 
25Д,"Исследование на наличие клеща демодекс (Demodex folliculorum, Demodex brevis)",Содержимое гнойника; Соскоб,Кач,Алматы,1,  784 ,  1 098 
24Д,"Исследование на наличие клеща демодекс (Demodex folliculorum, Demodex brevis)",Ресницы; Смешанный материал,Кач,Алматы,1,  784 ,  1 098 
235,Антитела класса IgG к антигенам дизентерийной амебы (Anti-Entamoeba histolytica IgG),Сыворотка крови,Полукол,МСК, до 7,  3 192 ,  4 469 
280,"РПГА с Shigella flexneri 1-5 (Shigella flexneri 1-5, IHA)",Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
281,"РПГА с Shigella flexneri 6 (Shigella flexneri 6, IHA)",Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
282,"РПГА с Shigella sonnei (Shigella sonnei, IHA)",Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
457КЗХ-А,"Посев на патогенную кишечную флору, определение чувствительности к антимикробным препаратам (Stool Culture (Salmonella spp., Shigella spp.). Bacteria Identification and Antibiotic Susceptibility Testing)",Кал; Ректальный мазок,Кач,Алматы,до 8,  5 720 ,  8 008 
855,Антитела класса IgG к дифтерийному анатоксину  (Anti-Diphtheria Toxoid IgG),Сыворотка крови,Кол,МСК,до 6,  4 696 ,  6 574 
286,РПГА с Yersinia pseudotuberculosis (Yersinia pseudotuberculosis IHA),Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
284,"РПГА с Yersinia еnterocolitica серотипа О:3  (Yersinia enterocolitica O:3, IHA)",Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
285,"РПГА с Yersinia еnterocolitica серотипа О:9 (Yersinia enterocolitica O:9, IHA)",Сыворотка крови,Полукол,МСК, до 5,  2 096 ,  2 934 
2381,"Антитела класса IgA к антигенам Yersinia Enterocolitica и Yersinia Pseudotuberculosis (anti-Yersinia Enterocolitica, anti-Yersinia Pseudotuberculosis, IgA)",Сыворотка крови,Кач,МСК, до 7,  2 312 ,  3 237 
2391,"Антитела класса IgG к антигенам Yersinia Enterocolitica и Yersinia Pseudotuberculosis (anti-Yersinia Enterocolitica, anti-Yersinia Pseudotuberculosis, IgG)",Сыворотка крови,Кач,МСК, до 7,  2 312 ,  3 237 
238,Антитела класса IgA к антигенам Yersinia еnterocolitica (Аnti-Yersinia enterocolitica IgA),Сыворотка крови,Полукол,МСК, до 7,  2 312 ,  3 237 
239,Антитела класса IgG к антигенам Yersinia еnterocolitica (Аnti-Yersinia enterocolitica IgG),Сыворотка крови,Полукол,МСК, до 7,  2 360 ,  3 304 
254,Aнтитела класса IgG к Candida albicans (Anti-Candida albicans IgG ),Сыворотка крови,Полукол,Алматы,до 3,  1 432 ,  2 005 
344СП,"Кандида, определение ДНК в секрете простаты, эякуляте (Candida albicans, DNA, Prostatic Fluid, Semen)*",Секрет простаты; Эякулят,Полукол,Алматы,1,  2 064 ,  2 890 
344УРО,"Кандида, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Candida albicans, DNA, Scrape of Urogenital Epithelial Cells)*",Соскоб,Полукол,Алматы,1,  2 064 ,  2 890 
3021,"Кандидоз, скрининг и типирование (Candidiasis, Screening and Typing)",Соскоб,Полукол,МСК,до 4,  9 592 ,  13 429 
3023,"Кандидоз, скрининг (Candidiasis, Screening )",Соскоб,Полукол,МСК,до 4,  4 048 ,  5 667 
3024,"Кандидоз, типирование (Candidiasis, Typing)",Соскоб,Полукол,МСК,до 4,  3 632 ,  5 085 
6617,"Плесень Candida albicans, IgG (M5) (M5 Candida albicans, IgG )",Сыворотка крови,Кол,МСК,до 5,  6 472 ,  9 061 
344КОЖ,"Кандида, определение ДНК в соскобе эпителиальных клеток кожи (Candida albicans, DNA, Scrape of Skin Epithelial Cells)*",Соскоб,Кач,Алматы,1,  2 064 ,  2 890 
344МОЧ,"Кандида, определение ДНК в моче (Candida albicans, DNA, Urine)*",Моча,Полукол,Алматы,1,  2 064 ,  2 890 
344СЛН,"Кандида, определение ДНК в слюне (Candida albicans, DNA, Saliva)*",Слюна,Кач,Алматы,1,  2 064 ,  2 890 
267,Антитела класса IgG к вирусу клещевого энцефалита (Anti-Tick-borne Encephalitis Virus (TBEV) IgG),Сыворотка крови,Кол,МСК,до 7,  3 992 ,  5 589 
268,Антитела класса IgM к вирусу клещевого энцефалита (Anti-Tick-borne Encephalitis Virus (TBEV) IgM),Сыворотка крови,Кач,МСК,до 7,  4 792 ,  6 709 
486/479,"Раздельное определение токсина А и токсина В Clostridium difficile в кале, антигенный тест (Toxin A and B Clostridium difficile. One step rapid immunосhromotographic assay)",Кал,Кач,МСК, до 5,  14 832 ,  20 765 
245,Aнтитела класса IgG к Bordetella pertussis (Anti-Bordetella pertussis IgG),Сыворотка крови,Кач,МСК,до 6,  3 912 ,  5 477 
246,Aнтитела класса IgM к Bordetella pertussis (Anti-Bordetella pertussis IgM),Сыворотка крови,Кач,МСК,до 6,  3 912 ,  5 477 
247,Aнтитела класса IgA к Bordetella pertussis (Anti-Bordetella pertussis IgA ),Сыворотка крови,Кач,МСК,до 6,  3 192 ,  4 469 
3319,Дифференцированное выявление ДНК Bordetella species: Bordetella pertussis (возбудитель коклюша) и Bordetella bronchiseptica (возбудитель бронхосептикоза) в соскобе эпителиальных клеток слизистой ротоглотки и/или носоглотки (Differentiated detection of DNA Bordetella spp.: Bordetella pertussis (pertussis pathogen) and Bordetella bronchiseptica (bronchosepticosis pathogen) in a scraping of the oropharynx and or nasopharynx),Соскоб,Кач,МСК, до 4,  2 952 ,  4 133 
2500,Антитела класса IgG к вирусу кори (Аnti-Measles IgG),Сыворотка крови,Кол,МСК,до 4,  2 312 ,  3 237 
84,Антитела класса IgG к вирусу краснухи (Аnti-Rubella IgG),Сыворотка крови,Кол,Алматы,до 2,  2 464 ,  3 450 
85,Антитела класса IgМ к вирусу краснухи (Аnti-Rubella IgМ),Сыворотка крови,Кач,Алматы,до 2,  2 464 ,  3 450 
1142,"Антитела класса IgG к антигенам вируса краснухи, выявляемые методом иммуноблоттинга (Аnti-Rubella IgG, Immunoblot )",Сыворотка крови,Кач,МСК,до 8,  23 336 ,  32 670 
3AVRUB,Авидность Anti-Rubella IgG,Сыворотка крови,Полукол,МСК,до 7,  2 592 ,  3 629 
338СВ,"Определение РНК (Rubella virus, RNA) в сыворотке крови",Сыворотка крови,Кач,МСК, до 2,  8 960 ,  12 544 
482,"Криптоспоридии парвум (Cryptosporidium parvum), диарейный синдром, антигенный тест (Cryptosporidium parvum. One Step Rapid Immunосhromotographic Assay)",Кал,Кач,МСК,до 3,  4 779 ,  6 690 
345УРО,"Лактобактерии, определение ДНК в соскобе эпителиальных клеток урогенитального тракта (Lactobаcillus spp., DNA, Scrape of Urogenital Epithelial Cells)*",Соскоб,Кол,МСК, до 2,  3 632 ,  5 085 
3114НОС,"Листерии, определение ДНК в соскобе эпителиальных клеток слизистой носа (Listeria monocytogenes, DNA, Scrape of Nasal Epithelial Cells)*",Соскоб,Кач,МСК,до 5,  2 312 ,  3 237 
3114РОТ,"Листерии, определение ДНК в соскобе эпителиальных клеток ротоглотки (Listeria monocytogenes, DNA, Scrape of Faucial Epithelial Cells)*",Соскоб,Кач,МСК,до 5,  1 912 ,  2 677 
3114СИН,"Листерии, определение ДНК в синовиальной жидкости (Listeria monocytogenes, DNA, Synovial Fluid)*",Пункционная жидкость,Кач,МСК,до 5,  1 912 ,  2 677 
3114СМЖ,"Листерии, определение ДНК в спинномозговой жидкости (Listeria monocytogenes, DNA, Cerebrospinal Fluid)*",Пункционная жидкость,Кач,МСК,до 5,  1 912 ,  2 677 
